company_id,person_id,company_ticker,company_name,last_name,first_name,middle_name,person_age,person_gender,is_ceo,is_chairman,is_private_firm,company_sector,company_industry,company_cfscore,total_donations,num_contributions,self_funded,total_dem_donations,total_rep_donations,percent_to_dem_donations,total_donations_2002,total_donations_2004,total_donations_2006,total_donations_2008,total_donations_2010,total_donations_2012,donations_to_incumbents,donations_to_open_seats,donations_to_challengers,donations_to_winners,donations_to_losers
4021272349,1088369,ADM,Archer-Daniels-Midland Co,Westbrook,kelvin,,56.0,M,0,0,0,Consumer/Non-Cyclical,36,-0.765549337,37885.0,32.0,0.0,22425.0,1500.0,0.937,3000.0,2500.0,3000.0,10000.0,11850.0,3560.0,17100.0,9880.0,1255.0,14160.0,1475.0
54199403515,551260,ADM,Archer-Daniels-Midland Co,Carter,mollie,Hale,49.0,F,0,0,0,Consumer/Non-Cyclical,36,0.98329128,36000.0,24.0,0.0,1000.0,23550.0,0.041,200.0,0.0,3200.0,24850.0,3000.0,4750.0,10850.0,4300.0,11200.0,21050.0,0.0
4615020037,203598,ADM,Archer-Daniels-Midland Co,Moore,patrick,J,57.0,M,0,0,0,Consumer/Non-Cyclical,36,0.94652524,125951.95,26.0,0.0,0.0,34000.0,0.0,5000.0,10700.0,16826.0,23500.45,41212.68,23512.82,13300.0,19800.0,16700.0,21800.0,9300.0
52531797158,605525,ADM,Archer-Daniels-Midland Co,Haynes,victoria,Franchetti,64.0,F,0,0,0,Consumer/Non-Cyclical,36,0.368517019,3810.0,8.0,0.0,650.0,1410.0,0.316,250.0,0.0,0.0,1900.0,410.0,1250.0,0.0,0.0,0.0,0.0,0.0
4647049777,171651,ADM,Archer-Daniels-Midland Co,Buckley,george,W,63.0,M,0,0,0,Consumer/Non-Cyclical,36,0.280508998,41648.0,5.0,0.0,2000.0,4800.0,0.294,0.0,1344.0,7048.0,12784.0,10152.0,10320.0,5300.0,0.0,0.0,2000.0,3300.0
4148352266,226836,ADM,Archer-Daniels-Midland Co,Felsinger,donald,E,65.0,M,0,0,0,Consumer/Non-Cyclical,36,-0.204599098,8950.0,7.0,0.0,3500.0,1750.0,0.667,0.0,500.0,3000.0,250.0,950.0,2250.0,3250.0,0.0,0.0,2250.0,0.0
5744278897,550647,ADM,Archer-Daniels-Midland Co,Crews,terrell,K,57.0,M,0,0,0,Consumer/Non-Cyclical,36,-0.01661228,61550.46,26.0,0.0,12700.0,9675.0,0.568,2687.06,7151.04,11253.36,19159.0,11300.0,10000.0,12900.0,4500.0,1000.0,12550.0,2500.0
-1,7471297,ADM,Archer-Daniels-Midland Co,Dufour,pierre,,57.0,M,0,0,0,Consumer/Non-Cyclical,36,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,8052044,ADM,Archer-Daniels-Midland Co,ONeill,thomas,,65.0,M,0,0,0,Consumer/Non-Cyclical,36,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1,25873950,ADM,Archer-Daniels-Midland Co,Neto,antonio,,55.0,M,0,0,0,Consumer/Non-Cyclical,36,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
